,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0:00:00,16.549571428571433,26.911772091448025,724.2434771020407,16961.928571428572,19730.747015270663,389302377.7806122,16961.928571428572,19730.747015270663,389302377.7806122,7.714285714285714,5.94532915619566,35.346938775510196,1684.2857142857142,2052.1288050834096,4211232.632653062,suspicious,1,3
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0:00:01,6.838111111111112,6.1907683950368915,38.32561332098765,24554.416666666668,24786.83780577349,614387328.4097221,24554.416666666668,24786.83780577349,614387328.4097221,11.88888888888889,8.39900052842856,70.54320987654324,1711.8055555555557,1268.0029534544215,1607831.489969136,suspicious,1,3
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0:00:02,18.902833333333334,28.828487236778678,831.0816763611111,19589.805555555555,22665.20611571285,513711568.26774704,19589.869444444445,22665.144700298195,513708784.2854553,14.805555555555555,7.915594469303562,62.65663580246913,2286.527777777778,1363.7904385716695,1859924.3603395063,suspicious,1,3
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0:00:03,10.834,6.092673351774947,37.12066857142857,15346.785714285714,19750.06319222647,390064996.0969388,15346.092857142856,19750.36319407332,390076846.29780614,15.142857142857142,8.500900312463909,72.26530612244898,2465.0714285714284,1335.9082231247194,1784650.7806122452,suspicious,1,3
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0:00:04,15.503727272727268,33.8072217838704,1142.9282447438018,17890.272727272728,20679.877666206256,427657340.2892563,17890.272727272728,20679.877666206256,427657340.2892563,8.045454545454545,8.287324783433778,68.67975206611571,1305.4545454545455,1708.4637098674011,2918848.2479338837,suspicious,1,3
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0:00:05,34.207,47.34603474421063,2241.6470059999997,19623.535714285714,22285.86053257302,496659579.6772958,19623.535714285714,22285.86053257302,496659579.6772958,13.428571428571429,8.516490606165075,72.53061224489795,2093.8214285714284,1833.5512196977488,3361910.0752551025,suspicious,1,3
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0:00:06,11.980619047619049,25.460187158396728,648.2211301405896,19661.619047619046,23217.601152648105,539057003.2834467,19654.959523809524,23221.686015457723,539246701.4005047,11.238095238095237,8.431261341012597,71.08616780045352,1899.5238095238096,1771.6876167479043,3138877.011337869,suspicious,1,3
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0:00:07,14.468266666666667,17.968066646012744,322.8514189955556,16426.033333333333,22149.167992625717,490585642.76555556,16425.61,22149.298798326927,490591437.2575667,10.333333333333334,9.585869229698938,91.8888888888889,1711.9333333333334,1928.438520899458,3718875.128888889,suspicious,1,3
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0:00:08,17.948772727272726,29.011485609436292,841.666297266529,20098.0,21994.585076373187,483761772.6818182,20098.0,21994.585076373187,483761772.6818182,11.409090909090908,8.608447705645103,74.10537190082643,1798.5681818181818,1680.9447478579536,2825575.2453512396,suspicious,1,3
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0:00:09,7.121454545454545,7.56697727205604,57.25914503581267,23297.39393939394,24975.244167143755,623762821.2084482,20443.88787878788,24660.149678252004,608122982.1537924,10.151515151515152,9.6046744052877,92.24977043158862,1368.4242424242425,1451.4733169146912,2106774.7897153352,suspicious,1,3
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0:00:10,28.9524,41.312062098617155,1706.6864748400003,19902.125,23557.30955158876,554946833.309375,19877.307500000003,23572.38365646745,555657271.2476938,11.275,7.687611787805105,59.09937500000001,2189.275,1959.3615795393664,3839097.7993750004,suspicious,1,3
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0:00:11,15.42421052631579,26.02125101482885,677.1055043767313,21728.947368421053,23190.38842409475,537794115.2603878,21728.947368421053,23190.38842409475,537794115.2603878,15.894736842105264,8.05830553458,64.93628808864267,2302.842105263158,1264.636738487543,1599306.0803324103,suspicious,1,3
