,label,V1,V2,V3,V4,V5
120981,anomaly,6.214,22,24025.0,9,4445
120982,anomaly,6.246,22016,22.0,7,1029
120983,anomaly,6.246,22,22016.0,9,4421
120984,anomaly,120.44,49293,22.0,4,231
120985,anomaly,120.44,22,49293.0,11,6590
120986,anomaly,12.323,64666,22.0,16,2223
120987,anomaly,12.323,22,64666.0,23,4397
120988,anomaly,30.996,43042,80.0,1,46
120989,anomaly,30.996,80,43042.0,6,264
120990,anomaly,18.289,37609,22.0,24,2883
120991,anomaly,18.289,22,37609.0,26,3745
120992,anomaly,10.008,58171,22.0,17,2267
120993,anomaly,10.008,22,58171.0,19,3185
120994,anomaly,17.407,60907,22.0,18,2165
120995,anomaly,17.407,22,60907.0,19,3234
120996,anomaly,143.788,50543,22.0,5,303
120997,anomaly,143.788,22,50543.0,12,2674
120998,anomaly,124.277,29674,22.0,4,210
120999,anomaly,124.277,22,29674.0,6,369
121000,anomaly,9.606,22,38918.0,19,3185
121001,anomaly,9.606,38918,22.0,15,2163
121002,anomaly,7.999,22,57450.0,19,3185
121003,anomaly,7.999,57450,22.0,17,2267
121004,anomaly,21.237,35252,22.0,26,3004
121005,anomaly,21.237,22,35252.0,26,3745
121006,anomaly,30.242,49287,22.0,6,352
121007,anomaly,30.242,22,49287.0,11,5693
121008,anomaly,5.627,33388,22.0,11,1756
121009,anomaly,5.627,22,33388.0,11,2081
121010,anomaly,11.535,47841,22.0,17,2267
121011,anomaly,11.535,22,47841.0,19,3185
121012,anomaly,0.944,22,50130.0,5,1285
121013,anomaly,0.944,50130,22.0,6,340
121014,anomaly,0.0,23,32525.0,1,40
121015,anomaly,0.0,32525,23.0,1,46
121016,anomaly,0.0,14016,5353.0,1,74
121017,anomaly,0.0,0,3.3,1,102
121018,anomaly,9.874,42049,22.0,15,2163
121019,anomaly,9.874,22,42049.0,19,3185
121020,anomaly,11.956,42565,22.0,16,2299
121021,anomaly,11.956,22,42565.0,21,4149
121022,anomaly,122.996,22586,22.0,7,381
121023,anomaly,122.996,22,22586.0,11,4573
121024,anomaly,0.0,37162,3306.0,1,46
121025,anomaly,0.0,3306,37162.0,1,40
121026,anomaly,30.998,6047,80.0,1,46
121027,anomaly,30.998,80,6047.0,6,264
121028,anomaly,10.874,35306,22.0,18,2397
121029,anomaly,10.874,22,35306.0,19,3277
121030,anomaly,30.999,63550,80.0,1,46
121031,anomaly,30.999,80,63550.0,6,264
121032,anomaly,14.551,4806,22.0,16,2917
121033,anomaly,14.551,22,4806.0,18,2985
121034,anomaly,20.279,21464,22.0,24,2900
121035,anomaly,20.279,22,21464.0,26,3745
121036,anomaly,30.997,28820,80.0,1,46
121037,anomaly,30.997,80,28820.0,6,264
121038,anomaly,14.572,40642,22.0,7,1041
121039,anomaly,14.572,22,40642.0,11,5542
121040,anomaly,24.926,20740,22.0,25,2949
121041,anomaly,24.926,22,20740.0,29,4045
121042,anomaly,13.019,31430,22.0,7,381
121043,anomaly,13.019,22,31430.0,6,2313
121044,anomaly,0.0,22031,23.0,1,46
121045,anomaly,0.0,23,22031.0,1,40
121046,anomaly,6.515,22,47617.0,12,2133
121047,anomaly,6.515,47617,22.0,17,2068
121048,anomaly,0.937,49553,22.0,5,268
121049,anomaly,0.937,22,49553.0,4,257
121050,anomaly,9.761,40612,22.0,15,2163
121051,anomaly,9.761,22,40612.0,19,3185
121052,anomaly,30.997,8245,80.0,1,46
121053,anomaly,30.997,80,8245.0,6,264
121054,anomaly,19.131,22,8968.0,26,3745
121055,anomaly,19.131,8968,22.0,24,2889
121056,anomaly,9.155,22,53310.0,19,3185
121057,anomaly,9.155,53310,22.0,16,2215
121058,anomaly,0.0,12336,23.0,1,46
121059,anomaly,0.0,23,12336.0,1,40
121060,anomaly,21.769,35192,22.0,6,383
121061,anomaly,21.769,22,35192.0,10,5625
121062,anomaly,30.998,18528,80.0,1,46
121063,anomaly,30.998,80,18528.0,6,264
121064,anomaly,16.485,46670,22.0,3,166
121065,anomaly,16.485,22,46670.0,6,360
121066,anomaly,7.398,46486,22.0,8,501
121067,anomaly,7.398,22,46486.0,12,1800
121068,anomaly,18.587,26574,22.0,24,2900
121069,anomaly,18.587,22,26574.0,26,3745
121070,anomaly,12.523,22,38139.0,20,4085
121071,anomaly,12.523,38139,22.0,15,2163
121072,anomaly,9.886,22,36686.0,19,3185
121073,anomaly,9.886,36686,22.0,15,2163
121074,anomaly,9.136,22,53264.0,19,3185
121075,anomaly,9.136,53264,22.0,17,2267
121076,anomaly,0.0,23,58333.0,1,40
121077,anomaly,0.0,58333,23.0,1,46
121078,nominal,0.061,8000,63605.0,7,561
121079,nominal,0.061,63605,8000.0,6,589
121080,nominal,0.063,8000,64664.0,7,561
121081,nominal,0.063,64664,8000.0,6,589
121082,nominal,0.069,8000,49363.0,7,561
121083,nominal,0.069,49363,8000.0,6,589
121084,anomaly,30.997,6286,80.0,1,46
121085,anomaly,30.997,80,6286.0,6,264
121086,anomaly,31.003,49366,80.0,1,46
121087,anomaly,31.003,80,49366.0,6,264
121088,anomaly,7.416,45863,22.0,6,367
121089,anomaly,7.416,22,45863.0,7,2422
121090,anomaly,18.0,22,44955.0,26,3745
121091,anomaly,18.0,44955,22.0,24,2934
121092,nominal,0.075,8000,63606.0,7,1726
121093,nominal,0.075,63606,8000.0,6,579
121094,nominal,0.073,8000,64665.0,7,1726
121095,nominal,0.073,64665,8000.0,6,579
121096,nominal,0.087,8000,49364.0,7,1726
121097,nominal,0.087,49364,8000.0,6,579
121098,anomaly,20.755,21592,22.0,28,3294
121099,anomaly,20.755,22,21592.0,28,3873
121100,anomaly,19.146,61604,22.0,24,2916
121101,anomaly,19.146,22,61604.0,26,3745
121102,anomaly,124.207,42070,22.0,6,322
121103,anomaly,124.207,22,42070.0,8,481
121104,anomaly,8.777,58555,22.0,17,2283
121105,anomaly,8.777,22,58555.0,19,3185
121106,anomaly,30.996,84,80.0,1,46
121107,anomaly,30.996,80,84.0,6,264
121108,anomaly,8.66,22,56718.0,19,3185
121109,anomaly,8.66,56718,22.0,15,2163
121110,anomaly,8.15,22,54352.0,19,3185
121111,anomaly,8.15,54352,22.0,17,2267
121112,anomaly,20.675,8008,22.0,24,2900
121113,anomaly,20.675,22,8008.0,26,3745
121114,anomaly,9.773,48004,22.0,15,2163
121115,anomaly,9.773,22,48004.0,19,3185
121116,anomaly,9.694,14252,22.0,15,2163
121117,anomaly,9.694,22,14252.0,19,3185
121118,anomaly,18.565,22,14903.0,26,3745
121119,anomaly,18.565,14903,22.0,24,2883
121120,anomaly,30.997,57473,80.0,1,46
121121,anomaly,30.997,80,57473.0,6,264
121122,anomaly,120.922,52419,22.0,7,381
121123,anomaly,120.922,22,52419.0,14,8681
121124,anomaly,4.858,52648,22.0,12,1808
121125,anomaly,4.858,22,52648.0,14,2517
121126,anomaly,30.998,2166,80.0,1,46
121127,anomaly,30.998,80,2166.0,6,264
121128,anomaly,0.0,20648,23.0,1,46
121129,anomaly,0.0,23,20648.0,1,40
121130,anomaly,19.381,22,54706.0,26,3745
121131,anomaly,19.381,54706,22.0,24,2899
121132,anomaly,8.477,44029,22.0,3,166
121133,anomaly,8.477,22,44029.0,5,300
121134,anomaly,0.0,17900,23.0,1,46
121135,anomaly,0.0,23,17900.0,1,40
121136,anomaly,10.384,22,47915.0,19,3185
121137,anomaly,10.384,47915,22.0,17,2267
121138,anomaly,10.449,22,43435.0,19,3185
121139,anomaly,10.449,43435,22.0,15,2163
121140,anomaly,10.077,34856,22.0,15,2179
121141,anomaly,10.077,22,34856.0,19,3185
121142,anomaly,0.0,42977,7547.0,1,46
121143,anomaly,0.0,7547,42977.0,1,40
121144,anomaly,22.062,22,18719.0,28,3913
121145,anomaly,22.062,18719,22.0,25,3089
121146,anomaly,3.0,63561,445.0,2,96
121147,anomaly,3.0,445,63561.0,2,80
121148,anomaly,9.1,22,43241.0,19,3185
121149,anomaly,9.1,43241,22.0,15,2163
121150,anomaly,26.725,14019,22.0,6,383
121151,anomaly,26.725,22,14019.0,10,5584
121152,anomaly,18.333,39002,22.0,24,2900
121153,anomaly,18.333,22,39002.0,26,3745
121154,anomaly,30.998,17944,80.0,1,46
121155,anomaly,30.998,80,17944.0,6,264
121156,anomaly,30.997,48260,80.0,1,46
121157,anomaly,30.997,80,48260.0,6,264
121158,anomaly,20.442,22,53228.0,28,3873
121159,anomaly,20.442,53228,22.0,26,3155
121160,anomaly,5.873,62354,22.0,13,1653
121161,anomaly,5.873,22,62354.0,13,2585
121162,anomaly,9.686,30320,22.0,6,361
121163,anomaly,9.686,22,30320.0,9,3543
121164,anomaly,30.997,60547,80.0,1,46
121165,anomaly,30.997,80,60547.0,6,264
121166,anomaly,19.573,7399,22.0,27,3139
121167,anomaly,19.573,22,7399.0,27,3809
121168,anomaly,5.631,33729,22.0,11,1756
121169,anomaly,5.631,22,33729.0,11,2081
121170,anomaly,2.471,35523,22.0,13,1632
121171,anomaly,2.471,22,35523.0,14,2625
121172,anomaly,24.951,62304,22.0,26,3004
121173,anomaly,24.951,22,62304.0,26,3745
121174,anomaly,9.514,22,53314.0,19,3185
121175,anomaly,9.514,53314,22.0,17,2267
121176,anomaly,9.338,22,55333.0,19,3185
121177,anomaly,9.338,55333,22.0,17,2267
121178,anomaly,30.996,33425,80.0,1,46
121179,anomaly,30.996,80,33425.0,6,264
121180,anomaly,22.412,8658,22.0,27,3056
121181,anomaly,22.412,22,8658.0,26,3745
121182,anomaly,9.901,22970,22.0,15,2163
121183,anomaly,9.901,22,22970.0,20,3237
121184,anomaly,19.476,57594,22.0,24,2899
121185,anomaly,19.476,22,57594.0,26,3745
121186,anomaly,0.0,23,43849.0,1,40
121187,anomaly,0.0,43849,23.0,1,46
121188,anomaly,19.69,33192,22.0,25,3036
121189,anomaly,19.69,22,33192.0,27,3809
121190,anomaly,10.368,56044,22.0,17,2279
121191,anomaly,10.368,22,56044.0,20,4085
121192,anomaly,20.4,22,25158.0,26,3745
121193,anomaly,20.4,25158,22.0,24,2889
121194,anomaly,7.381,32581,22.0,7,381
121195,anomaly,7.381,22,32581.0,10,4505
121196,anomaly,0.015,44401,23.0,2,92
121197,anomaly,0.015,23,44401.0,1,40
121198,anomaly,30.997,80,3644.0,7,308
121199,anomaly,30.997,3644,80.0,2,92
121200,anomaly,20.798,54347,22.0,21,3631
121201,anomaly,20.798,22,54347.0,29,5653
121202,anomaly,69.819,19642,22.0,7,426
121203,anomaly,69.819,22,19642.0,13,5875
121204,anomaly,30.997,2143,80.0,1,46
121205,anomaly,30.997,80,2143.0,6,264
121206,anomaly,16.816,62644,22.0,24,2900
121207,anomaly,16.816,22,62644.0,26,3745
121208,anomaly,10.313,34142,22.0,8,1087
121209,anomaly,10.313,22,34142.0,10,4485
121210,anomaly,0.974,22,59081.0,5,1285
121211,anomaly,0.974,59081,22.0,6,340
121212,anomaly,30.998,7383,80.0,1,46
121213,anomaly,30.998,80,7383.0,6,264
121214,anomaly,0.0,23,51972.0,1,40
121215,anomaly,0.0,51972,23.0,1,46
121216,anomaly,9.205,38269,22.0,15,2179
121217,anomaly,9.205,22,38269.0,19,3185
121218,anomaly,19.928,33002,22.0,24,2900
121219,anomaly,19.928,22,33002.0,26,3745
121220,anomaly,9.708,38142,22.0,17,2267
121221,anomaly,9.708,22,38142.0,20,3249
121222,anomaly,10.361,52323,22.0,16,2487
121223,anomaly,10.361,22,52323.0,21,4149
121224,anomaly,19.459,22,44496.0,26,3745
