,label,V1,V2,V3,V4,V5
51849,anomaly,10.114,22,55363.0,19,3185
51850,anomaly,10.114,55363,22.0,17,2267
51851,anomaly,0.0,27245,23.0,1,46
51852,anomaly,0.0,23,27245.0,1,40
51853,anomaly,9.634,22,37015.0,19,3185
51854,anomaly,9.634,37015,22.0,15,2163
51855,anomaly,93.198,56911,22.0,7,1029
51856,anomaly,93.198,22,56911.0,14,8626
51857,anomaly,6.388,16787,22.0,7,381
51858,anomaly,6.388,22,16787.0,9,4457
51859,anomaly,0.0,54641,123.0,1,76
51860,anomaly,0.0,0,3.3,1,104
51861,anomaly,9.411,22,58058.0,19,3185
51862,anomaly,9.411,58058,22.0,17,2267
51863,anomaly,19.729,56312,22.0,24,2900
51864,anomaly,19.729,22,56312.0,26,3745
51865,anomaly,30.997,17668,80.0,1,46
51866,anomaly,30.997,80,17668.0,6,264
51867,anomaly,2.566,37360,22.0,12,1586
51868,anomaly,2.566,22,37360.0,12,2545
51869,anomaly,30.997,65304,80.0,1,46
51870,anomaly,30.997,80,65304.0,6,264
51871,anomaly,0.0,33476,3389.0,1,48
51872,anomaly,0.0,3389,33476.0,1,40
51873,anomaly,2.229,13657,22.0,12,1762
51874,anomaly,2.229,22,13657.0,11,2501
51875,anomaly,19.27,26952,22.0,26,3003
51876,anomaly,19.27,22,26952.0,26,3745
51877,anomaly,31.0,31781,80.0,1,46
51878,anomaly,31.0,80,31781.0,6,264
51879,anomaly,0.0,22709,5358.0,1,46
51880,anomaly,0.0,5358,22709.0,1,40
51881,anomaly,8.887,22,50980.0,19,3185
51882,anomaly,8.887,50980,22.0,15,2163
51883,anomaly,8.29,29409,22.0,15,2163
51884,anomaly,8.29,22,29409.0,19,3185
51885,anomaly,24.846,39352,22.0,17,2405
51886,anomaly,24.846,22,39352.0,28,5834
51887,anomaly,0.0,7945,3389.0,1,48
51888,anomaly,0.0,3389,7945.0,1,40
51889,anomaly,0.324,7251,22.0,2,94
51890,anomaly,0.324,22,7251.0,1,48
51891,anomaly,12.286,22,3405.0,18,2985
51892,anomaly,12.286,3405,22.0,13,2779
51893,anomaly,30.999,41066,80.0,1,46
51894,anomaly,30.999,80,41066.0,6,264
51895,anomaly,0.0,29396,5358.0,1,46
51896,anomaly,0.0,5358,29396.0,1,40
51897,anomaly,9.92,22,56100.0,19,3185
51898,anomaly,9.92,56100,22.0,17,2267
51899,anomaly,22.772,12601,22.0,25,3004
51900,anomaly,22.772,22,12601.0,27,3785
51901,anomaly,0.0,38431,123.0,1,46
51902,anomaly,0.0,0,3.3,1,65
51903,anomaly,30.999,35919,80.0,1,46
51904,anomaly,30.999,80,35919.0,6,264
51905,anomaly,10.438,45480,22.0,15,2163
51906,anomaly,10.438,22,45480.0,19,3185
51907,anomaly,120.765,14682,22.0,4,225
51908,anomaly,120.765,22,14682.0,11,1884
51909,anomaly,20.45,43067,22.0,24,2883
51910,anomaly,20.45,22,43067.0,26,3745
51911,anomaly,82.772,63563,22.0,7,420
51912,anomaly,82.772,22,63563.0,12,5811
51913,anomaly,10.022,22,44952.0,20,3249
51914,anomaly,10.022,44952,22.0,17,2261
51915,anomaly,8.966,22,48208.0,19,3185
51916,anomaly,8.966,48208,22.0,17,2267
51917,anomaly,6.689,50127,22.0,7,831
51918,anomaly,6.689,22,50127.0,5,1229
51919,anomaly,11.14,22,44175.0,20,3237
51920,anomaly,11.14,44175,22.0,17,2267
51921,anomaly,6.383,57946,22.0,12,1607
51922,anomaly,6.383,22,57946.0,12,2545
51923,anomaly,0.0,41441,7547.0,1,46
51924,anomaly,0.0,7547,41441.0,1,40
51925,anomaly,0.0,20429,23.0,1,46
51926,anomaly,0.0,23,20429.0,1,40
51927,anomaly,0.0,32061,23.0,1,46
