,label,V1,V2,V3,V4,V5
34566,anomaly,85.717,22,29946.0,12,7759
34567,anomaly,10.12,53685,22.0,15,2163
34568,anomaly,10.12,22,53685.0,20,3249
34569,anomaly,21.575,12816,22.0,24,2900
34570,anomaly,21.575,22,12816.0,26,3745
34571,anomaly,13.505,28813,22.0,18,2415
34572,anomaly,13.505,22,28813.0,23,4501
34573,anomaly,6.38,57641,22.0,6,329
34574,anomaly,6.38,22,57641.0,7,2430
34575,anomaly,22.242,49242,22.0,28,3108
34576,anomaly,22.242,22,49242.0,26,3745
34577,anomaly,5.466,39215,22.0,6,359
34578,anomaly,5.466,22,39215.0,5,2302
34579,anomaly,0.0,47391,7547.0,1,46
34580,anomaly,0.0,7547,47391.0,1,40
34581,anomaly,10.753,45841,22.0,7,426
34582,anomaly,10.753,22,45841.0,10,2553
34583,anomaly,73.696,53719,22.0,7,459
34584,anomaly,73.696,22,53719.0,13,2000
34585,anomaly,142.414,21222,22.0,7,396
34586,anomaly,142.414,22,21222.0,14,2790
34587,anomaly,9.502,53172,22.0,17,2267
34588,anomaly,9.502,22,53172.0,19,3185
34589,anomaly,0.018,23,6708.0,2,80
34590,anomaly,0.018,6708,23.0,2,92
34591,anomaly,10.262,22,38525.0,19,3185
34592,anomaly,10.262,38525,22.0,15,2163
34593,anomaly,9.818,46153,22.0,17,2283
34594,anomaly,9.818,22,46153.0,19,3185
34595,anomaly,16.858,1741,22.0,16,3051
34596,anomaly,16.858,22,1741.0,21,3146
34597,anomaly,30.997,17549,80.0,1,46
34598,anomaly,30.997,80,17549.0,6,264
34599,anomaly,0.0,55769,5358.0,1,46
34600,anomaly,0.0,5358,55769.0,1,40
34601,anomaly,10.313,47483,22.0,15,2163
34602,anomaly,10.313,22,47483.0,19,3185
34603,anomaly,6.999,80,39436.0,4,176
34604,anomaly,6.999,39436,80.0,1,46
34605,anomaly,10.176,22,60588.0,19,3185
34606,anomaly,10.176,60588,22.0,17,2267
34607,anomaly,8.856,26763,22.0,9,505
34608,anomaly,8.856,22,26763.0,9,1574
34609,anomaly,11.384,22,34326.0,20,4085
34610,anomaly,11.384,34326,22.0,17,2267
34611,anomaly,14.997,80,24644.0,5,220
34612,anomaly,14.997,24644,80.0,1,46
34613,anomaly,9.883,22,35130.0,19,3185
34614,anomaly,9.883,35130,22.0,19,2371
34615,anomaly,11.047,46952,22.0,17,2267
34616,anomaly,11.047,22,46952.0,19,3185
34617,anomaly,121.023,35313,22.0,6,362
34618,anomaly,121.023,22,35313.0,15,8731
34619,anomaly,14.999,24704,80.0,1,46
34620,anomaly,14.999,80,24704.0,5,220
34621,anomaly,13.416,51274,22.0,19,2403
34622,anomaly,13.416,22,51274.0,24,3611
34623,anomaly,19.145,63328,22.0,25,2964
34624,anomaly,19.145,22,63328.0,27,3838
34625,anomaly,6.996,28761,80.0,1,46
34626,anomaly,6.996,80,28761.0,4,176
34627,anomaly,0.0,23,17628.0,1,40
34628,anomaly,0.0,17628,23.0,1,46
34629,anomaly,25.035,29179,22.0,25,3031
34630,anomaly,25.035,22,29179.0,33,5467
34631,anomaly,9.324,47677,22.0,17,2267
34632,anomaly,9.324,22,47677.0,19,3185
34633,anomaly,1.279,61452,3389.0,3,152
34634,anomaly,1.279,3389,61452.0,3,120
34635,anomaly,10.069,51089,22.0,17,2261
34636,anomaly,10.069,22,51089.0,20,3237
34637,anomaly,90.769,51169,22.0,3,203
34638,anomaly,90.769,22,51169.0,10,4727
34639,anomaly,6.946,31637,22.0,6,353
34640,anomaly,6.946,22,31637.0,7,2414
34641,anomaly,0.0,4884,23.0,1,46
34642,anomaly,0.0,23,4884.0,1,40
34643,anomaly,17.967,38744,22.0,24,2932
34644,anomaly,17.967,22,38744.0,26,3745
34645,anomaly,9.819,22,45735.0,19,3185
34646,anomaly,9.819,45735,22.0,17,2267
34647,anomaly,123.642,37558,22.0,6,322
34648,anomaly,123.642,22,37558.0,7,429
34649,anomaly,17.588,3286,22.0,20,3101
34650,anomaly,17.588,22,3286.0,20,3065
34651,anomaly,0.0,23,8331.0,1,40
34652,anomaly,0.0,8331,23.0,1,46
34653,anomaly,22.137,22,44629.0,27,3865
34654,anomaly,22.137,44629,22.0,26,3009
34655,anomaly,9.573,43459,22.0,15,2163
34656,anomaly,9.573,22,43459.0,19,3185
34657,anomaly,121.93,27698,22.0,7,389
34658,anomaly,121.93,22,27698.0,16,8818
34659,anomaly,14.998,80,33375.0,5,220
34660,anomaly,14.998,33375,80.0,1,46
34661,anomaly,0.0,6000,1433.0,1,46
34662,anomaly,0.0,1433,6000.0,1,40
34663,anomaly,14.999,12511,80.0,1,46
34664,anomaly,14.999,80,12511.0,5,220
34665,anomaly,6.998,51265,80.0,1,46
34666,anomaly,6.998,80,51265.0,4,176
34667,anomaly,0.0,46756,23489.0,1,46
34668,anomaly,0.0,23489,46756.0,1,40
34669,anomaly,14.999,47246,80.0,1,46
34670,anomaly,14.999,80,47246.0,5,220
34671,anomaly,1.915,46738,22.0,12,1586
34672,anomaly,1.915,22,46738.0,12,2545
34673,anomaly,11.464,58439,22.0,17,2267
34674,anomaly,11.464,22,58439.0,19,3185
34675,anomaly,9.332,58311,22.0,15,2163
34676,anomaly,9.332,22,58311.0,19,3185
34677,anomaly,20.143,4682,22.0,25,3019
34678,anomaly,20.143,22,4682.0,28,3929
34679,anomaly,0.0,4587,2323.0,1,46
34680,anomaly,0.0,2323,4587.0,1,40
34681,anomaly,0.947,22,31893.0,5,1285
34682,anomaly,0.947,31893,22.0,6,340
34683,anomaly,10.068,22,37977.0,19,3185
34684,anomaly,10.068,37977,22.0,17,2267
34685,anomaly,14.708,25091,22.0,16,2227
34686,anomaly,14.708,22,25091.0,23,3611
34687,anomaly,11.705,22,55052.0,20,3305
34688,anomaly,11.705,55052,22.0,16,2227
34689,anomaly,0.0,62845,3306.0,1,46
34690,anomaly,0.0,3306,62845.0,1,40
34691,anomaly,10.102,38721,22.0,17,2267
34692,anomaly,10.102,22,38721.0,19,3185
34693,anomaly,0.0,46583,23.0,1,46
34694,anomaly,0.0,23,46583.0,1,40
34695,anomaly,8.376,22,35382.0,19,3185
34696,anomaly,8.376,35382,22.0,17,2267
34697,anomaly,38.364,2809,22.0,15,2873
34698,anomaly,38.364,22,2809.0,23,3361
34699,anomaly,9.802,22,33226.0,19,3185
34700,anomaly,9.802,33226,22.0,17,2267
34701,anomaly,0.0,51622,23.0,1,46
34702,anomaly,0.0,23,51622.0,1,40
34703,anomaly,34.98,30280,22.0,8,496
34704,anomaly,34.98,22,30280.0,13,4870
34705,anomaly,2.996,80,63850.0,3,132
34706,anomaly,2.996,63850,80.0,1,46
34707,anomaly,2.998,80,23082.0,3,132
34708,anomaly,2.998,23082,80.0,1,46
34709,anomaly,30.998,11318,80.0,1,46
34710,anomaly,30.998,80,11318.0,6,264
34711,anomaly,0.0,23,64683.0,1,40
34712,anomaly,0.0,64683,23.0,1,46
34713,anomaly,5.478,27867,22.0,5,307
34714,anomaly,5.478,22,27867.0,5,2302
34715,anomaly,0.281,52696,80.0,2,92
34716,anomaly,0.281,80,52696.0,1,44
34717,anomaly,85.042,25509,22.0,7,381
34718,anomaly,85.042,22,25509.0,13,8605
34719,anomaly,19.103,22,64267.0,26,3745
34720,anomaly,19.103,64267,22.0,24,2934
34721,anomaly,14.998,4796,80.0,1,46
34722,anomaly,14.998,80,4796.0,5,220
34723,anomaly,9.348,53941,22.0,17,2267
34724,anomaly,9.348,22,53941.0,19,3185
34725,anomaly,8.241,24315,22.0,16,2215
34726,anomaly,8.241,22,24315.0,19,3185
34727,anomaly,10.801,22,37938.0,19,3185
34728,anomaly,10.801,37938,22.0,17,2267
34729,anomaly,6.996,80,26177.0,4,176
34730,anomaly,6.996,26177,80.0,1,46
34731,anomaly,9.937,22,44363.0,19,3185
34732,anomaly,9.937,44363,22.0,15,2163
34733,anomaly,89.407,58399,22.0,8,564
34734,anomaly,89.407,22,58399.0,15,6901
34735,anomaly,12.359,22,45289.0,23,3555
34736,anomaly,12.359,45289,22.0,17,2347
34737,anomaly,0.0,57510,1434.0,1,46
34738,anomaly,0.0,1434,57510.0,1,40
34739,anomaly,8.978,38029,22.0,17,2267
34740,anomaly,8.978,22,38029.0,19,3185
34741,anomaly,0.0,26603,23.0,1,46
34742,anomaly,0.0,23,26603.0,1,40
34743,anomaly,0.0,31776,5358.0,1,46
34744,anomaly,0.0,5358,31776.0,1,40
34745,anomaly,2.996,60981,80.0,1,46
34746,anomaly,2.996,80,60981.0,3,132
34747,anomaly,30.997,80,17559.0,6,264
34748,anomaly,30.997,17559,80.0,1,46
34749,anomaly,10.037,42106,22.0,19,2455
34750,anomaly,10.037,22,42106.0,22,3365
34751,anomaly,121.929,20236,22.0,6,341
34752,anomaly,121.929,22,20236.0,15,8782
34753,anomaly,0.0,23,59278.0,1,40
34754,anomaly,0.0,59278,23.0,1,46
34755,anomaly,0.245,59253,3904.0,2,92
34756,anomaly,0.245,3904,59253.0,1,40
34757,anomaly,5.781,38862,22.0,5,301
34758,anomaly,5.781,22,38862.0,5,1293
34759,anomaly,5.933,13437,22.0,6,353
34760,anomaly,5.933,22,13437.0,7,2406
34761,anomaly,12.633,25076,22.0,16,2217
34762,anomaly,12.633,22,25076.0,26,4725
34763,anomaly,9.053,38036,22.0,17,2267
34764,anomaly,9.053,22,38036.0,19,3185
34765,anomaly,0.929,22,64274.0,5,1285
34766,anomaly,0.929,64274,22.0,6,340
34767,anomaly,14.998,80,7375.0,5,220
34768,anomaly,14.998,7375,80.0,1,46
34769,anomaly,30.996,2390,80.0,1,46
34770,anomaly,30.996,80,2390.0,6,264
34771,anomaly,9.947,22,46889.0,19,3185
34772,anomaly,9.947,46889,22.0,17,2267
34773,anomaly,9.647,18766,22.0,13,1754
34774,anomaly,9.647,22,18766.0,13,3502
34775,anomaly,14.998,43686,80.0,1,46
34776,anomaly,14.998,80,43686.0,5,220
34777,anomaly,10.08,33644,22.0,17,2267
34778,anomaly,10.08,22,33644.0,19,3185
34779,anomaly,9.562,59288,22.0,17,2267
34780,anomaly,9.562,22,59288.0,20,3305
34781,anomaly,9.437,22,55710.0,19,3185
34782,anomaly,9.437,55710,22.0,17,2267
34783,anomaly,0.0,17185,23.0,1,46
34784,anomaly,0.0,23,17185.0,1,40
34785,anomaly,20.635,45144,22.0,24,2918
34786,anomaly,20.635,22,45144.0,26,3745
34787,anomaly,10.381,22,56174.0,19,3185
34788,anomaly,10.381,56174,22.0,18,2319
34789,anomaly,31.0,4303,80.0,1,46
34790,anomaly,31.0,80,4303.0,6,264
34791,anomaly,19.653,22,30350.0,27,3865
34792,anomaly,19.653,30350,22.0,24,2918
34793,anomaly,30.999,24417,80.0,1,46
34794,anomaly,30.999,80,24417.0,6,264
34795,anomaly,2.999,80,25479.0,3,132
34796,anomaly,2.999,25479,80.0,1,46
34797,anomaly,0.0,23,33304.0,1,40
34798,anomaly,0.0,33304,23.0,1,46
34799,anomaly,30.998,29654,80.0,1,46
34800,anomaly,30.998,80,29654.0,6,264
34801,anomaly,0.0,5358,2830.0,1,40
34802,anomaly,0.0,2830,5358.0,1,46
34803,anomaly,0.0,0,8.0,1,46
34804,anomaly,0.0,0,0.0,1,32
34805,anomaly,0.0,5060,5060.0,1,437
34806,anomaly,0.0,0,3.3,1,465
34807,anomaly,30.996,39277,80.0,1,46
34808,anomaly,30.996,80,39277.0,6,264
34809,anomaly,53.226,27949,22.0,8,519
34810,anomaly,53.226,22,27949.0,15,2120
34811,anomaly,0.097,61139,23.0,2,92
34812,anomaly,0.097,23,61139.0,2,80
34813,anomaly,0.0,5064,5060.0,1,437
34814,anomaly,0.0,0,3.3,1,465
34815,anomaly,0.0,7547,53282.0,1,40
34816,anomaly,0.0,53282,7547.0,1,46
34817,anomaly,14.707,32152,22.0,19,2539
34818,anomaly,14.707,22,32152.0,25,4606
34819,anomaly,0.0,57382,5000.0,1,46
34820,anomaly,0.0,5000,57382.0,1,40
34821,anomaly,19.797,40032,22.0,24,2900
34822,anomaly,19.797,22,40032.0,26,3745
34823,anomaly,0.949,22,40845.0,5,1285
34824,anomaly,0.949,40845,22.0,6,340
34825,anomaly,6.996,53788,80.0,1,46
34826,anomaly,6.996,80,53788.0,4,176
34827,anomaly,14.999,41005,80.0,1,46
34828,anomaly,14.999,80,41005.0,5,220
34829,anomaly,0.0,37064,1900.0,1,122
34830,anomaly,0.0,0,3.3,1,150
34831,anomaly,44.813,24908,22.0,5,277
34832,anomaly,44.813,22,24908.0,11,7513
34833,anomaly,7.098,30985,22.0,3,158
34834,anomaly,7.098,22,30985.0,5,432
34835,anomaly,8.732,22,64957.0,27,6758
34836,anomaly,8.732,64957,22.0,18,3103
34837,anomaly,8.539,59133,22.0,8,501
34838,anomaly,8.539,22,59133.0,11,1744
34839,anomaly,17.01,13060,22.0,16,2223
34840,anomaly,17.01,22,13060.0,25,6515
34841,anomaly,0.0,48198,5432.0,1,46
34842,anomaly,0.0,5432,48198.0,1,40
34843,anomaly,27.542,22,61553.0,36,5503
34844,anomaly,27.542,61553,22.0,27,3094
34845,anomaly,23.702,54574,22.0,27,3056
34846,anomaly,23.702,22,54574.0,26,3745
34847,anomaly,8.747,22,48311.0,19,3185
34848,anomaly,8.747,48311,22.0,15,2163
34849,anomaly,125.79,50576,22.0,6,334
34850,anomaly,125.79,22,50576.0,9,582
34851,anomaly,9.552,22,33202.0,19,3185
34852,anomaly,9.552,33202,22.0,15,2163
34853,anomaly,0.04,46076,3390.0,2,92
34854,anomaly,0.04,3390,46076.0,1,40
34855,anomaly,10.597,22,37215.0,20,3249
34856,anomaly,10.597,37215,22.0,17,2267
34857,anomaly,15.707,3954,22.0,18,3009
34858,anomaly,15.707,22,3954.0,20,3065
34859,anomaly,13.144,27324,22.0,6,337
34860,anomaly,13.144,22,27324.0,10,5465
34861,anomaly,6.996,80,19604.0,4,176
34862,anomaly,6.996,19604,80.0,1,46
34863,anomaly,9.163,52449,22.0,15,2157
34864,anomaly,9.163,22,52449.0,20,3249
34865,anomaly,19.081,22,54029.0,26,3745
34866,anomaly,19.081,54029,22.0,24,2918
34867,anomaly,0.936,22,64965.0,5,1285
34868,anomaly,0.936,64965,22.0,6,340
34869,anomaly,15.0,52368,80.0,1,46
34870,anomaly,15.0,80,52368.0,5,220
34871,anomaly,16.815,46852,22.0,24,2916
34872,anomaly,16.815,22,46852.0,26,3745
34873,anomaly,14.998,80,24742.0,5,220
34874,anomaly,14.998,24742,80.0,1,46
34875,anomaly,14.997,80,26680.0,5,220
34876,anomaly,14.997,26680,80.0,1,46
34877,anomaly,9.652,22,46244.0,20,3249
34878,anomaly,9.652,46244,22.0,18,2319
34879,anomaly,18.903,10184,22.0,26,3020
34880,anomaly,18.903,22,10184.0,26,3745
34881,anomaly,0.0,16458,23.0,1,46
34882,anomaly,0.0,23,16458.0,1,40
34883,anomaly,0.0,32589,23.0,1,46
34884,anomaly,0.0,23,32589.0,1,40
34885,anomaly,0.001,15053,23.0,1,46
34886,anomaly,0.001,23,15053.0,1,40
34887,anomaly,0.0,13443,5984.0,1,46
34888,anomaly,0.0,5984,13443.0,1,40
34889,anomaly,8.802,58870,22.0,17,2267
34890,anomaly,8.802,22,58870.0,19,3185
34891,anomaly,19.643,22,34372.0,26,3745
34892,anomaly,19.643,34372,22.0,24,2889
34893,anomaly,0.0,41359,5358.0,1,46
34894,anomaly,0.0,5358,41359.0,1,40
34895,anomaly,0.0,12669,23.0,1,46
34896,anomaly,0.0,23,12669.0,1,40
34897,anomaly,15.837,4196,22.0,15,2871
34898,anomaly,15.837,22,4196.0,18,2985
34899,anomaly,0.0,31502,1900.0,1,122
34900,anomaly,0.0,0,3.3,1,150
34901,anomaly,12.081,31095,22.0,17,2366
34902,anomaly,12.081,22,31095.0,22,3406
34903,anomaly,0.0,23,31484.0,1,40
34904,anomaly,0.0,31484,23.0,1,46
34905,anomaly,18.661,35552,22.0,18,2415
34906,anomaly,18.661,22,35552.0,21,3417
34907,anomaly,10.912,49863,22.0,19,2523
34908,anomaly,10.912,22,49863.0,23,3497
34909,anomaly,0.018,5038,53592.0,1,40
34910,anomaly,0.018,53592,5038.0,2,92
34911,anomaly,31.003,14501,80.0,1,46
34912,anomaly,31.003,80,14501.0,6,264
34913,anomaly,31.001,52856,80.0,1,46
34914,anomaly,31.001,80,52856.0,6,264
34915,anomaly,0.0,50118,2323.0,1,46
34916,anomaly,0.0,2323,50118.0,1,40
34917,anomaly,10.392,33380,22.0,15,2163
34918,anomaly,10.392,22,33380.0,19,3185
34919,anomaly,2.854,45089,22.0,12,1345
34920,anomaly,2.854,22,45089.0,14,2153
34921,anomaly,7.419,40071,22.0,5,262
34922,anomaly,7.419,22,40071.0,4,265
34923,anomaly,19.473,54502,22.0,24,2900
34924,anomaly,19.473,22,54502.0,26,3745
34925,anomaly,0.0,57111,23.0,1,46
34926,anomaly,0.0,23,57111.0,1,40
34927,anomaly,10.153,50423,22.0,20,2423
34928,anomaly,10.153,22,50423.0,19,3185
34929,anomaly,18.41,47666,22.0,23,2831
34930,anomaly,18.41,22,47666.0,26,3745
34931,anomaly,8.482,39459,22.0,5,307
34932,anomaly,8.482,22,39459.0,7,1446
34933,anomaly,14.997,43174,80.0,1,46
34934,anomaly,14.997,80,43174.0,5,220
34935,anomaly,9.617,22,45931.0,19,3185
34936,anomaly,9.617,45931,22.0,17,2267
34937,anomaly,24.858,31092,22.0,27,3056
34938,anomaly,24.858,22,31092.0,25,3705
34939,anomaly,10.033,58390,22.0,17,2267
34940,anomaly,10.033,22,58390.0,20,3249
34941,anomaly,6.999,8295,80.0,1,46
34942,anomaly,6.999,80,8295.0,4,176
34943,anomaly,9.522,22,39411.0,19,3185
34944,anomaly,9.522,39411,22.0,17,2267
34945,anomaly,14.998,63512,80.0,1,46
34946,anomaly,14.998,80,63512.0,5,220
34947,anomaly,0.0,55376,23.0,1,46
34948,anomaly,0.0,23,55376.0,1,40
34949,anomaly,14.998,80,4099.0,5,220
34950,anomaly,14.998,4099,80.0,1,46
34951,anomaly,22.403,54586,22.0,24,2916
34952,anomaly,22.403,22,54586.0,26,3745
34953,anomaly,0.001,45582,7547.0,1,46
34954,anomaly,0.001,7547,45582.0,1,40
34955,anomaly,120.958,37775,22.0,7,393
34956,anomaly,120.958,22,37775.0,8,1518
34957,anomaly,18.694,22,25952.0,27,3809
34958,anomaly,18.694,25952,22.0,25,3035
34959,anomaly,9.28,22,39493.0,20,3249
34960,anomaly,9.28,39493,22.0,17,2267
34961,anomaly,10.128,52754,22.0,6,601
34962,anomaly,10.128,22,52754.0,7,1421
34963,anomaly,0.0,23,6127.0,1,40
34964,anomaly,0.0,6127,23.0,1,46
34965,anomaly,10.356,22,36851.0,19,3185
34966,anomaly,10.356,36851,22.0,17,2267
34967,anomaly,89.833,59573,22.0,5,346
34968,anomaly,89.833,22,59573.0,12,6787
34969,anomaly,9.633,49742,22.0,15,2163
34970,anomaly,9.633,22,49742.0,19,3185
34971,anomaly,9.713,57920,22.0,15,2163
34972,anomaly,9.713,22,57920.0,19,3185
34973,nominal,0.054,8000,57670.0,7,556
34974,nominal,0.054,57670,8000.0,6,515
34975,nominal,0.055,8000,49577.0,7,556
34976,nominal,0.055,49577,8000.0,6,515
34977,nominal,0.059,8000,51285.0,7,556
34978,nominal,0.059,51285,8000.0,6,515
34979,nominal,0.049,8000,55177.0,7,556
34980,nominal,0.049,55177,8000.0,6,515
34981,anomaly,10.332,57540,22.0,17,2267
34982,anomaly,10.332,22,57540.0,19,3185
34983,anomaly,1.47,4730,445.0,3,144
34984,anomaly,1.47,445,4730.0,3,120
34985,anomaly,20.762,19942,22.0,25,3067
34986,anomaly,20.762,22,19942.0,27,3809
34987,nominal,0.071,8000,51288.0,7,702
34988,nominal,0.071,51288,8000.0,6,586
34989,nominal,0.065,8000,57671.0,7,702
34990,nominal,0.065,57671,8000.0,6,586
34991,anomaly,0.0,23,21535.0,1,40
34992,anomaly,0.0,21535,23.0,1,60
34993,anomaly,7.918,22,52226.0,19,3185
34994,anomaly,7.918,52226,22.0,17,2267
34995,anomaly,0.0,43740,23.0,1,46
34996,anomaly,0.0,23,43740.0,1,40
34997,nominal,0.068,8000,49578.0,7,702
34998,nominal,0.068,49578,8000.0,6,586
34999,nominal,0.068,8000,55178.0,7,702
