,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[16.54957143],[26.91177209],[724.2434771],[16961.92857143],[19730.74701527],[3.89302378e+08],[16961.92857143],[19730.74701527],[3.89302378e+08],[7.71428571],[5.94532916],[35.34693878],[3.3143818e+43],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[6.83811111],[6.1907684],[38.32561332],[24554.41666667],[24786.83780577],[6.14387328e+08],[24554.41666667],[24786.83780577],[6.14387328e+08],[11.88888889],[8.39900053],[70.54320988],[1.12395187e+122],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[18.90283333],[28.82848724],[831.08167636],[19589.80555556],[22665.20611571],[5.13711568e+08],[19589.86944444],[22665.1447003],[5.13708784e+08],[14.80555556],[7.91559447],[62.6566358],[8.84785203e+128],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[10.834],[6.09267335],[37.12066857],[15346.78571429],[19750.06319223],[3.90064996e+08],[15346.09285714],[19750.36319407],[3.90076846e+08],[15.14285714],[8.50090031],[72.26530612],[1.13757726e+104],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[15.50372727],[33.80722178],[1142.92824474],[17890.27272727],[20679.87766621],[4.2765734e+08],[17890.27272727],[20679.87766621],[4.2765734e+08],[8.04545455],[8.28732478],[68.67975207],[6.01428721e+64],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[34.207],[47.34603474],[2241.647006],[19623.53571429],[22285.86053257],[4.9665958e+08],[19623.53571429],[22285.86053257],[4.9665958e+08],[13.42857143],[8.51649061],[72.53061224],[1.02977662e+97],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[11.98061905],[25.46018716],[648.22113014],[19661.61904762],[23217.60115265],[5.39057003e+08],[19654.95952381],[23221.68601546],[5.39246701e+08],[11.23809524],[8.43126134],[71.0861678],[1.10479251e+141],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[14.46826667],[17.96806665],[322.851419],[16426.03333333],[22149.16799263],[4.90585643e+08],[16425.61],[22149.29879833],[4.90591437e+08],[10.33333333],[9.58586923],[91.88888889],[1.54214306e+94],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[17.94877273],[29.01148561],[841.66629727],[20098.],[21994.58507637],[4.83761773e+08],[20098.],[21994.58507637],[4.83761773e+08],[11.40909091],[8.60844771],[74.1053719],[6.82812396e+143],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[7.12145455],[7.56697727],[57.25914504],[23297.39393939],[24975.24416714],[6.23762821e+08],[20443.88787879],[24660.14967825],[6.08122982e+08],[10.15151515],[9.60467441],[92.24977043],[4.0095248e+103],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[28.9524],[41.3120621],[1706.68647484],[19902.125],[23557.30955159],[5.54946833e+08],[19877.3075],[23572.38365647],[5.55657271e+08],[11.275],[7.68761179],[59.099375],[2.02304348e+137],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[15.42421053],[26.02125101],[677.10550438],[21728.94736842],[23190.38842409],[5.37794115e+08],[21728.94736842],[23190.38842409],[5.37794115e+08],[15.89473684],[8.05830553],[64.93628809],[8.38217559e+135],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[8.5941875],[11.09688356],[123.14082478],[18589.3125],[22213.07259734],[4.93420594e+08],[17475.103125],[22127.70575372],[4.89635362e+08],[9.78125],[8.31314612],[69.10839844],[9.95388233e+101],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[20.43920755],[48.33543264],[2336.31404809],[33176.52830189],[25397.38376595],[6.45027102e+08],[33176.52830189],[25397.38376595],[6.45027102e+08],[5.96226415],[1.39354664],[1.94197223],[inf],[],[],normal
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[7.60807692],[8.47539906],[71.83238915],[20997.61538462],[23466.79310803],[5.50690379e+08],[20979.94615385],[23478.63744384],[5.51246416e+08],[10.57692308],[10.71366158],[114.78254438],[5.08901706e+81],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[15.11885714],[24.92581884],[621.2964446],[20889.76190476],[23278.16414768],[5.41872926e+08],[20889.76190476],[23278.16414768],[5.41872926e+08],[14.21428571],[7.85140483],[61.64455782],[6.39129311e+151],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[20.7295],[36.62666491],[1341.51258275],[15301.91666667],[19621.80530243],[3.85015243e+08],[15301.84583333],[19621.80680191],[3.85015302e+08],[12.25],[9.64040974],[92.9375],[1.12751788e+78],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[14.4508125],[30.48012472],[929.03800315],[20278.125],[23880.71732297],[5.7028866e+08],[20278.375],[23880.50507704],[5.70278523e+08],[7.90625],[6.80697884],[46.33496094],[3.23541916e+97],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[5.41208333],[5.69414893],[32.42333208],[16133.08333333],[21736.85039841],[4.72490665e+08],[15489.2625],[21956.66282972],[4.82095043e+08],[9.75],[7.90701166],[62.52083333],[4.03354913e+74],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[14.28821429],[29.933754],[896.02962874],[18404.],[21623.86763014],[4.67591651e+08],[18234.91428571],[21710.49690207],[4.71345676e+08],[11.25],[9.4098163],[88.54464286],[4.72550865e+90],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[14.16015385],[22.39113541],[501.36294475],[21770.92307692],[23497.34617982],[5.52125277e+08],[21028.275],[23503.26474505],[5.52403454e+08],[14.15384615],[9.00509389],[81.09171598],[1.77698049e+182],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[40.33688235],[48.04721923],[2308.53527587],[22674.20588235],[25002.53566762],[6.2512679e+08],[22674.20588235],[25002.53566762],[6.2512679e+08],[13.76470588],[7.98549723],[63.76816609],[1.36481055e+119],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[10.90129412],[6.36280082],[40.48523433],[19350.67647059],[22704.24962906],[5.15482951e+08],[19350.67647059],[22704.24962906],[5.15482951e+08],[17.58823529],[7.97096808],[63.53633218],[8.78639568e+124],[],[],suspicious
,duration_Average ,duration_Std,duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
0,[20.162],[34.97790369],[1223.4537464],[19436.55],[23493.46448371],[5.51942873e+08],[19436.95],[23493.13361916],[5.51927327e+08],[9.35],[9.39294948],[88.2275],[2.32006427e+60],[],[],suspicious
