,label,V1,V2,V3,V4,V5
0,anomaly,0.001,36546,23.0,1,46
1,anomaly,0.001,23,36546.0,1,40
2,anomaly,2.253,35039,22.0,12,1345
3,anomaly,2.253,22,35039.0,14,2153
4,anomaly,0.001,33741,23.0,1,46
5,anomaly,0.001,23,33741.0,1,40
6,anomaly,11.157,16742,22.0,5,277
7,anomaly,11.157,22,16742.0,8,5345
8,anomaly,81.468,11873,22.0,7,405
9,anomaly,81.468,22,11873.0,12,6787
10,anomaly,10.996,54174,22.0,4,225
11,anomaly,10.996,22,54174.0,6,1419
12,anomaly,9.971,49196,22.0,17,2267
13,anomaly,9.971,22,49196.0,19,3185
14,anomaly,0.0,5358,43217.0,1,40
15,anomaly,0.0,43217,5358.0,1,46
16,anomaly,10.36,53010,22.0,17,2267
17,anomaly,10.36,22,53010.0,19,3185
18,anomaly,0.0,35799,23.0,1,46
19,anomaly,0.0,23,35799.0,1,40
20,anomaly,0.979,22,23349.0,5,1285
21,anomaly,0.979,23349,22.0,6,340
22,anomaly,6.898,57634,22.0,9,1199
23,anomaly,6.898,22,57634.0,7,2157
24,anomaly,21.122,35657,22.0,25,3073
25,anomaly,21.122,22,35657.0,28,3929
26,anomaly,5.57,13962,22.0,9,554
27,anomaly,5.57,22,13962.0,10,1663
28,anomaly,9.391,22,52308.0,19,3185
29,anomaly,9.391,52308,22.0,15,2163
30,anomaly,9.987,22,59293.0,19,3185
31,anomaly,9.987,59293,22.0,19,2371
32,anomaly,19.17,22,36287.0,26,3745
33,anomaly,19.17,36287,22.0,26,3022
34,anomaly,6.128,58255,22.0,6,347
35,anomaly,6.128,22,58255.0,7,1397
36,anomaly,4.002,53980,22.0,12,1808
37,anomaly,4.002,22,53980.0,13,2185
38,anomaly,8.674,22,45986.0,19,3185
39,anomaly,8.674,45986,22.0,17,2267
40,anomaly,0.0,23,61033.0,1,40
41,anomaly,0.0,61033,23.0,1,46
42,anomaly,0.0,45723,33382.0,1,46
43,anomaly,0.0,33382,45723.0,1,40
44,anomaly,11.072,52923,22.0,19,2371
45,anomaly,11.072,22,52923.0,19,3185
46,anomaly,0.159,58362,22.0,7,424
47,anomaly,0.159,22,58362.0,5,1285
48,anomaly,9.574,22,58087.0,19,3185
49,anomaly,9.574,58087,22.0,18,2319
50,anomaly,9.79,22,42841.0,19,3185
51,anomaly,9.79,42841,22.0,17,2267
52,anomaly,18.277,15228,22.0,26,3020
53,anomaly,18.277,22,15228.0,26,3745
54,anomaly,0.0,52436,2222.0,1,46
55,anomaly,0.0,2222,52436.0,1,40
56,anomaly,0.368,52796,22.0,2,92
57,anomaly,0.368,22,52796.0,1,44
58,anomaly,10.258,22,54785.0,19,3185
59,anomaly,10.258,54785,22.0,19,2387
60,anomaly,9.805,22,53096.0,19,3185
61,anomaly,9.805,53096,22.0,17,2267
62,anomaly,9.759,22,44686.0,19,3185
63,anomaly,9.759,44686,22.0,17,2267
64,anomaly,20149.217,2224,80.0,15,690
65,anomaly,20149.217,80,2224.0,80,3520
66,anomaly,7.38,21766,22.0,7,381
67,anomaly,7.38,22,21766.0,10,4505
68,anomaly,11.454,10114,22.0,15,2163
69,anomaly,11.454,22,10114.0,20,4213
70,anomaly,9.746,22,39725.0,19,3185
71,anomaly,9.746,39725,22.0,17,2267
72,anomaly,9.834,22,39073.0,19,3185
73,anomaly,9.834,39073,22.0,17,2267
74,anomaly,2.525,42251,22.0,12,1586
75,anomaly,2.525,22,42251.0,12,2545
76,anomaly,19.489,58034,22.0,24,2900
77,anomaly,19.489,22,58034.0,26,3745
78,anomaly,62.046,57382,22.0,7,420
79,anomaly,62.046,22,57382.0,12,4773
80,anomaly,18.689,49868,22.0,24,2883
81,anomaly,18.689,22,49868.0,26,3745
82,anomaly,16.632,42393,22.0,18,2040
83,anomaly,16.632,22,42393.0,23,3545
84,anomaly,0.0,5061,5060.0,1,429
85,anomaly,0.0,0,3.3,1,457
86,anomaly,124.199,21124,22.0,9,493
87,anomaly,124.199,22,21124.0,11,1673
88,anomaly,30.997,34704,80.0,1,46
89,anomaly,30.997,80,34704.0,6,264
90,anomaly,9.016,22,54787.0,19,3185
91,anomaly,9.016,54787,22.0,15,2163
92,anomaly,9.643,39611,22.0,12,2656
93,anomaly,9.643,22,39611.0,16,4373
94,anomaly,11.429,39933,22.0,6,329
95,anomaly,11.429,22,39933.0,11,5545
96,anomaly,10.284,35712,22.0,17,2267
97,anomaly,10.284,22,35712.0,19,3185
98,anomaly,0.0,5063,5060.0,1,434
99,anomaly,0.0,0,3.3,1,462
100,anomaly,20.964,22,36061.0,31,4121
101,anomaly,20.964,36061,22.0,30,3531
102,anomaly,9.559,22,60984.0,19,3185
103,anomaly,9.559,60984,22.0,15,2163
104,anomaly,0.0,5083,5060.0,1,437
105,anomaly,0.0,0,3.3,1,465
106,anomaly,10.329,35487,22.0,18,2327
107,anomaly,10.329,22,35487.0,21,3305
108,anomaly,9.633,22,47635.0,19,3185
109,anomaly,9.633,47635,22.0,15,2163
110,anomaly,16.972,7244,22.0,24,2932
111,anomaly,16.972,22,7244.0,26,3745
112,anomaly,30.998,59266,80.0,1,46
113,anomaly,30.998,80,59266.0,6,264
114,anomaly,18.187,29966,22.0,24,2964
115,anomaly,18.187,22,29966.0,26,3745
116,anomaly,6.751,12948,22.0,8,501
117,anomaly,6.751,22,12948.0,10,1684
118,anomaly,18.909,18932,22.0,10,1577
119,anomaly,18.909,22,18932.0,9,2393
120,anomaly,5.107,8000,59374.0,3,132
121,anomaly,5.107,59374,8000.0,5,314
122,anomaly,9.461,22,57103.0,19,3185
123,anomaly,9.461,57103,22.0,17,2267
124,anomaly,9.814,22,43583.0,19,3185
